SAMPN,VEHNO,YEAR,MAKE,MKOTH,MODEL,TYPE,TYPEO,VHOWN,VHONO,REGION,DVRPC
1043546,1,1989,24,,TOPAZ,2,,1,,2,1
1043546,2,1998,14,,ACCENT,2,,1,,2,1
1043591,1,1996,18,,CHEROKEE,1,,1,,2,1
1043591,2,1993,9,,EDDIE BAUER BRONCO,4,,1,,2,1
1043591,3,1996,30,,GRAND AM,1,,1,,2,1
1043608,1,1983,6,,CITATION,1,,1,,2,1
1043608,2,1999,6,,DON'T KNOW,3,,2,,2,1
1043627,1,1987,18,,WAGONEER,4,,1,,1,1
1043627,2,1996,97,FREIGHT LINER,FLD120,7,,2,,1,1
1043701,1,2000,39,,B40,6,,1,,1,1
1043701,2,1989,6,,BERETTA,1,,1,,1,1
1043727,1,1995,13,,CIVIC,1,,1,,2,1
1043731,1,1998,35,,OUTBACK,1,,1,,2,1
1043731,2,1997,3,,318,1,,1,,2,1
1043745,1,1993,37,,CAMRY,6,,1,,2,1
1043753,1,1992,39,,740 TURBO,6,,1,,2,1
1043753,2,1994,39,,850 SEDAN,6,,1,,2,1
1043768,1,1996,7,,TOWN & COUNTRY,3,,1,,2,1
1043768,2,1999,3,,M3,1,,1,,2,1
1043768,3,8888,9,,789,3,,1,,2,1
1043818,1,1979,27,,DATSUN,4,,1,,2,1
1043818,2,1985,6,,CAVALIER,1,,1,,2,1
1043822,1,1997,9,,CROWN VICTORIA,1,,1,,2,1
1043822,2,1991,35,,LEGACY,1,,1,,2,1
1043822,3,1989,13,,GOLDWING,8,,1,,2,1
1043859,1,1987,27,,CENTRA,1,,1,,2,1
1043859,2,1988,39,,WAGON,6,,1,,2,1
1043859,3,1990,34,,HATCHBACK,1,,1,,2,1
1043859,4,1984,9,,RENALT,1,,1,,2,1
1043892,1,1999,22,,TOWN CAR,1,,1,,2,1
1043907,1,1998,34,,SL,1,,1,,2,1
1043908,1,1996,30,,BONNEVILLE,1,,1,,2,1
1043908,2,1999,9,,TAURUS,1,,1,,2,1
1043935,1,1996,30,,GRAND PRIX,1,,1,,2,1
1043935,2,1987,30,,BONNEVILLE,1,,1,,2,1
1043942,1,1995,13,,DEL SOL,1,,1,,2,1
1043976,1,1989,5,,DEVILLE,1,,1,,2,1
1044001,1,1989,28,,CUTLASS,1,,1,,1,1
1044001,2,1991,7,,LESABRE,1,,1,,1,1
1044001,3,2000,30,,GRAND AM,1,,1,,1,1
1044014,1,2000,6,,SILVERADO,7,,1,,1,1
1044014,2,1993,34,,SL2,1,,1,,1,1
1044018,1,1990,10,,PRIZM,1,,1,,1,1
1044018,2,1993,35,,LEGACY,1,,1,,1,1
1044018,3,1986,9,,BRONCO,1,,1,,1,1
1044072,1,2000,6,,BLAZER,4,,2,,1,1
1044093,1,2000,6,,BLAZER,4,,1,,2,1
1044093,2,1985,9,,F 150,7,,1,,2,1
1044094,1,1989,6,,TRUCK,7,,1,,2,1
1044094,2,1996,29,,VOYAGER,1,,1,,2,1
1044094,3,1998,98,,VAN,3,,2,,2,1
1044119,1,1994,28,,CUTLASS,2,,1,,2,1
1044119,2,1995,30,,GRAND PRIX,2,,1,,2,1
1044119,3,1989,27,,300 ZX,2,,1,,2,1
1044148,1,2000,18,,GRAND CHEROKEE,4,,1,,2,1
1044148,2,1998,1,,320,1,,1,,2,1
1044168,1,1994,37,,CAMRY,6,,1,,2,1
1044168,2,1994,27,,ALTIMA,1,,1,,2,1
1044175,1,1994,8,,CARAVAN,3,,1,,2,1
1044175,2,1999,9,,F 150,7,,1,,2,1
1044178,1,1987,8,,CARAVAN,3,,1,,2,1
1044178,2,1997,8,,CARAVAN,3,,1,,2,1
1044178,3,1994,9,,F 150,7,,2,,2,1
1044179,1,1996,9,,TAURUS,7,,1,,2,1
1044179,2,1996,9,,PICK UP,1,,1,,2,1
1044183,1,1995,24,,VILLAGER,3,,1,,2,1
1044190,1,1991,8,,SPIRIT,1,,1,,2,1
1044190,2,1977,9,,F 100,7,,1,,2,1
1044213,1,1990,6,,CARGO VAN,3,,1,,1,1
1044213,2,1997,6,,ASTROVAN,3,,1,,1,1
1044234,1,2000,34,,DON'T KNOW,1,,1,,2,1
1044234,2,1991,34,,SL3,1,,1,,2,1
1044237,1,1994,28,,SILHOUETTE,3,,1,,2,1
1044237,2,1985,28,,REGENCY,1,,1,,2,1
1044256,1,1992,11,,JIMMY,4,,1,,2,1
1044256,2,1992,38,,GOLF,1,,1,,2,1
1044300,1,1998,34,,SL2,1,,1,,1,1
1044300,2,1998,25,,320,4,,1,,1,1
1044339,1,1998,9,,TAURUS,1,,1,,1,1
1044339,2,1997,9,,ESCORT,1,,1,,1,1
1044351,1,1991,35,,LEGACY,6,,1,,1,1
1044351,2,1994,23,,PROTEGE,1,,1,,1,1
1044528,1,1988,28,,CUTLASS,1,,1,,2,1
1044537,1,1994,39,,940,1,,1,,2,1
1044537,2,1990,9,,F 150,7,,1,,2,1
1044537,3,1989,8,,STATION WAGON,6,,1,,2,1
1044537,4,1990,98,,DON'T KNOW,5,,1,,2,1
1044562,1,1993,9,,TAURUS,1,,1,,2,1
1044562,2,1991,6,,CAVALIER,1,,1,,2,1
1044590,1,1996,9,,RANGER,7,,1,,2,1
1044884,1,2000,6,,IMPALA,1,,1,,1,1
1044884,2,1985,6,,CAPRICE,1,,1,,1,1
1044891,1,1987,37,,PICK UP,7,,1,,1,1
1044891,2,1992,9,,EXPLORER,4,,1,,1,1
1044891,3,1998,37,,COROLLA,1,,1,,1,1
1044899,1,1996,1,,3.2 LR,1,,1,,1,1
1044899,2,1994,9,,ECONOLINE,3,,1,,1,1
1044899,3,1989,37,,MR2,1,,1,,1,1
1044899,4,1990,37,,TRUCK,7,,1,,1,1
1044910,1,1994,9,,TAURUS,1,,1,,2,1
1044910,2,1986,4,,SKYLARK,1,,1,,2,1
1045094,1,1991,9,,EXPLORER,4,,1,,1,1
1045094,2,1995,24,,VILLAGER,3,,1,,1,1
1045097,1,1996,24,,SABLE,6,,1,,1,1
1045097,2,1998,30,,BONNEVILLE,1,,2,,1,1
1045101,1,1999,7,,CONCORD,1,,1,,1,1
1045101,2,2000,17,,S TYPE,1,,1,,1,1
1045121,1,1992,8,,CARAVAN,3,,1,,1,1
1045145,1,2000,7,,CONVERTABLE,4,,1,,2,1
1045199,1,8888,4,,DON'T KNOW,1,,1,,2,1
1045355,1,1995,35,,LEGACY,1,,1,,1,1
1045355,2,1995,13,,CIVIC,2,,1,,1,1
1045355,3,1997,30,,GRAND PRIX,1,,2,,1,1
1045360,1,1999,13,,ACCORD,1,,1,,1,1
1045360,2,2000,23,,MPV,3,,1,,1,1
1045365,1,1986,9,,RANGER,7,,1,,1,1
1045365,2,1987,9,,F 350,7,,1,,1,1
1045365,3,1998,38,,PASSAT,1,,1,,1,1
1045372,1,1995,30,,GRAND PRIX,1,,1,,1,1
1045372,2,1996,6,,1500,5,,1,,1,1
1045372,3,2000,13,,ACCORD,1,,8,,1,1
1045383,1,1991,11,,GRANADA,3,,1,,1,1
1045383,2,1985,7,,ECLAF,1,,1,,1,1
1045398,1,2000,3,,323 I,1,,1,,1,1
1045398,2,1996,7,,EAGLE VISION,1,,1,,1,1
1045398,3,2000,8,,DAKOTA,7,,1,,1,1
1045434,1,1984,8,,RAM 250,3,,1,,1,1
1045442,1,2000,30,,BONNEVILLE,1,,1,,1,1
1045442,2,1999,30,,GRAND AM,1,,1,,1,1
1045442,3,1992,30,,GRAND AM,1,,1,,1,1
1045442,4,1997,27,,DON'T KNOW,1,,1,,1,1
1045465,1,1990,5,,SEDAN,1,,1,,2,1
1045473,1,1993,9,,MUSTANG,1,,1,,2,1
1045480,1,1990,9,,F 350,7,,1,,2,1
1045480,2,1985,37,,PICK UP,7,,1,,2,1
1045480,3,1982,37,,PICK UP,7,,1,,2,1
1045487,1,1999,34,,SL1,6,,1,,2,1
1045493,1,1997,4,,LESABRE,1,,1,,2,1
1045508,1,1983,4,,SKYLARK,1,,1,,2,1
1045555,1,1994,9,,TAURUS,6,,1,,1,1
1045557,1,1998,30,,GRAND AM,1,,1,,1,1
1045557,2,1999,30,,GRAND AM,1,,1,,1,1
1045557,3,2000,18,,CHEROKEE,4,,1,,1,1
1045690,1,1998,37,,4 RUNNER,4,,1,,1,1
1045690,2,1999,3,,DON'T KNOW,1,,1,,1,1
1045698,1,1997,9,,EXPLORER,4,,1,,1,1
1045718,1,1997,9,,EXPEDITION,4,,1,,2,1
1045718,2,1992,39,,940,1,,1,,2,1
1045841,1,1997,35,,LEGACY,6,,1,,1,1
1045841,2,2000,37,,CAMRY,1,,1,,1,1
1045847,1,2000,1,,TL,1,,1,,1,1
1045847,2,1997,37,,CAMRY,1,,1,,1,1
1045851,1,1994,9,,ESCORT,6,,1,,2,1
1045851,2,1999,9,,WINDSTAR,3,,1,,2,1
1045870,1,1991,30,,SUNBIRD,1,,1,,2,1
1045870,2,1994,9,,EXPLORER,4,,1,,2,1
1045870,3,1998,7,,SEBRING,1,,1,,2,1
1045870,4,1998,9,,E 250,3,,2,,2,1
1045870,5,2000,12,,SPORTSTER,8,,1,,2,1
1045884,1,1988,23,,626,1,,1,,2,1
1045941,1,1988,39,,740 STATION WAGON,98,,2,,2,1
1045941,2,1999,6,,GRAND PRIX,6,,1,,2,1
1045941,3,1999,6,,GRAND PRIX,1,,1,,2,1
1046015,1,1994,9,,TAURUS,1,,8,,2,1
1046109,1,1990,6,,CAVALIER,1,,1,,2,1
1046134,1,1999,13,,CRV,4,,1,,2,1
1046134,2,2000,18,,CHEROKEE,4,,1,,2,1
1046166,1,1996,39,,850,1,,1,,2,1
1046166,2,1999,35,,FORESTER,4,,1,,2,1
1046305,1,1997,28,,SUPREME,1,,1,,2,1
1046305,2,8888,99,,PICK UP,7,,1,,2,1
1046305,3,8888,98,,PICK UP,7,,1,,2,1
1046317,1,1988,4,,LESABRE,1,,1,,2,1
1046350,1,1995,9,,ASPIRE,1,,1,,2,1
1046364,1,1996,29,,VOYAGER,3,,1,,2,1
1046364,2,1971,9,,CUSTOM 500,1,,1,,2,1
1046367,1,1994,6,,CORSICA,2,,1,,2,1
1046381,1,1996,8,,STRATUS,1,,1,,2,1
1046403,1,1995,38,,JETTA,6,,1,,2,1
1046403,2,1989,5,,TOWN CAR,1,,1,,2,1
1046403,3,1995,13,,ACCORD,1,,1,,2,1
1046487,1,2000,6,,SILVERADO PICK UP,7,,1,,2,1
1046487,2,1991,4,,REGAL,1,,1,,2,1
1046511,1,1990,29,,GRAND VOYAGER,3,,1,,2,1
1046574,1,1993,9,,AEROSTAR,3,,1,,2,1
1046574,2,1987,6,,RELIANT,1,,1,,2,1
1046584,1,1994,9,,TAURUS,1,,1,,2,1
1046588,1,1994,9,,EXPLORER,4,,1,,2,1
1046588,2,1997,23,,626,1,,1,,2,1
1046594,1,1996,29,,VOYAGER,3,,1,,2,1
1046594,2,1987,27,,SENTRA,1,,1,,2,1
1046601,1,1989,28,,CUTLASS,1,,1,,2,1
1046616,1,1995,8,,CARAVAN,3,,1,,2,1
1046625,1,1987,9,,F 150,7,,1,,2,1
1046625,2,1990,8,,SPIRIT,1,,1,,2,1
1046625,3,1995,27,,MAXIMA,1,,1,,2,1
1046631,1,1993,34,,SL2,1,,1,,2,1
1046631,2,1995,9,,RANGER,7,,1,,2,1
1046722,1,1992,28,,DELTA 88,1,,1,,2,1
1046722,2,1986,11,,SIERRA,1,,1,,2,1
1046722,3,1992,6,,LUMINA,5,,1,,2,1
1046784,1,1992,30,,GRAND AM,1,,1,,2,1
1046784,2,1998,30,,GRAND AM,1,,1,,2,1
1046785,1,1995,9,,TAURUS,1,,1,,2,1
1046786,1,1968,9,,MUSTANG,1,,1,,2,1
1046786,2,1968,9,,MUSTANG,1,,1,,2,1
1046786,3,1998,14,,ACCENT,1,,1,,2,1
1046797,1,1989,16,,TROOPER,4,,1,,2,1
1046797,2,1997,23,,626,1,,1,,2,1
1046797,3,1989,16,,TROOPER,4,,1,,2,1
1046846,1,1999,24,,SABLE,6,,1,,2,1
1046846,2,1995,34,,SEDAN,1,,1,,2,1
1046868,1,1995,9,,THUNDERBIRD,2,,1,,2,1
1046868,2,1987,37,,SUBARU,2,,1,,2,1
1046962,1,1996,13,,ACCORD,1,,1,,2,1
1046962,2,2000,8,,DARANGO,4,,1,,2,1
1046998,1,1996,27,,MAXIMA,1,,1,,2,1
1046998,2,1993,27,,MAXIMA,1,,1,,2,1
1047001,1,1991,37,,SUPRA,1,,1,,2,1
1047001,2,1997,8,,INTREPID,1,,1,,2,1
1047008,1,1999,27,,ALTIMA,1,,1,,2,1
1047038,1,1993,13,,CIVIC,1,,1,,1,1
1047038,2,1999,37,,RAV4,4,,1,,1,1
1047042,1,1996,4,,REGAL,1,,1,,1,1
1047042,2,1996,37,,T 100,7,,1,,1,1
1047049,1,1996,6,,BLAZER,4,,1,,1,1
1047049,2,1999,35,,FORESTER,4,,1,,1,1
1047051,1,1982,4,,STATION WAGON,6,,1,,1,1
1047051,2,1995,9,,TAURUS,1,,1,,1,1
1047084,1,1988,4,,CUTLASS,1,,1,,1,1
1047084,2,1998,9,,ESCORT,1,,1,,1,1
1047084,3,1988,6,,CAPRICE,1,,1,,1,1
1047232,1,1990,6,,LUMINA,1,,1,,1,1
1047232,2,1997,9,,F 150,7,,1,,1,1
1047265,1,1986,9,,VAN,3,,1,,1,1
1047265,2,1984,30,,SUNBIRD,1,,1,,1,1
1047265,3,1986,8,,TRUCK,5,,1,,1,1
1047536,1,1993,27,,PATHFINDER,4,,1,,2,1
1047536,2,1989,97,INTERNATIONAL,9370,2,,1,,2,1
1047536,3,2000,14,,SONATA,1,,1,,2,1
1047565,1,1991,9,,F 150,7,,1,,1,1
1047571,1,2000,6,,IMPALA,1,,1,,1,1
1047571,2,1989,22,,CONTINENTAL,1,,1,,1,1
1047571,3,1984,30,,FIREBIRD,1,,1,,1,1
1047571,4,1984,6,,CORVETTE,2,,1,,1,1
1047811,1,1999,37,,SIENNA,3,,1,,1,1
1047811,2,1993,34,,SL2,1,,1,,1,1
1047815,1,1989,29,,VOYAGER,3,,1,,1,1
1047815,2,1996,8,,CARAVAN,3,,1,,1,1
1047854,1,1997,27,,ALTIMA,1,,1,,2,1
1047965,1,1998,9,,EXPLORER,4,,1,,2,1
1047965,2,1999,13,,PRELUDE,1,,1,,2,1
1047999,1,1999,28,,BRAVADA,4,,1,,2,1
1047999,2,2000,4,,LESABRE,1,,1,,2,1
1048036,1,1987,26,,TREDIA,1,,1,,2,1
1048036,2,1997,18,,GRAND CHEROKEE,4,,1,,2,1
1048036,3,1995,12,,ROAD KING,8,,1,,2,1
1048053,1,1993,24,,SABLE,1,,1,,2,1
1048053,2,1992,37,,CELICA,2,,1,,2,1
1048063,1,1988,29,,DON'T KNOW,6,,1,,2,1
1048070,1,1993,9,,BRONCO,7,,2,,2,1
1048070,2,1986,13,,V 1100,4,,1,,2,1
1048070,3,1998,9,,F 150,1,,1,,2,1
1048070,4,1986,13,,V 1100,8,,1,,2,1
1048089,1,1995,10,,PRIZM,1,,1,,2,1
1048089,2,1988,6,,SUNDANCE,1,,1,,2,1
1048113,1,1992,1,,INTEGRA,2,,1,,2,1
1048113,2,1999,29,,VOYAGER,3,,1,,2,1
1048114,1,1998,39,,240,1,,1,,2,1
1048114,2,1983,9,,F 450,7,,1,,2,1
1048127,1,1987,6,,S 10,2,,1,,2,1
1048127,2,1997,29,,BREEZE,1,,1,,2,1
1048150,1,1998,8,,NEON,1,,1,,2,1
1048155,1,1998,8,,NEON,1,,1,,2,1
1048168,1,1986,8,,ARIES,1,,1,,2,1
1048248,1,1996,13,,ACCORD,1,,1,,2,1
1048255,1,1994,8,,SHADOW,2,,1,,2,1
1048315,1,1988,5,,DEVILLE,1,,1,,2,1
1048315,2,1988,27,,SENTRA,1,,1,,2,1
1048321,1,1995,37,,CAMRY,1,,1,,2,1
1048321,2,1986,28,,CUSTOM CRUISER,6,,1,,2,1
1048321,3,1995,27,,ALTIMA,1,,1,,2,1
1048338,1,1997,18,,WRANGLER,4,,1,,1,1
1048338,2,1992,18,,WRANGLER,4,,1,,1,1
1048339,1,1986,9,,BRONCO,4,,1,,1,1
1048339,2,1996,9,,TAURUS,6,,1,,1,1
1048342,1,1993,13,,ACCORD,1,,1,,1,1
1048342,2,1999,1,,INTEGRA,1,,1,,1,1
1048383,1,1998,9,,WINDSTAR,3,,1,,1,1
1048407,1,1996,9,,F 150,5,,1,,2,1
1048408,1,1994,6,,BLAZER,4,,1,,2,1
1048408,2,1999,4,,DON'T KNOW,1,,1,,2,1
1048414,1,1987,30,,GRAND AM,1,,1,,2,1
1048414,2,2000,34,,SL,1,,1,,2,1
1048454,1,1998,13,,ACCORD,1,,1,,2,1
1048454,2,1989,13,,CIVIC,1,,1,,2,1
1048463,1,1996,9,,CLUB WAGON,3,,1,,2,1
1048463,2,1993,8,,DAKOTA,7,,1,,2,1
1048468,1,1994,9,,EXPLORER,4,,1,,2,1
1048468,2,1992,37,,CAMRY,1,,1,,2,1
1048473,1,1994,24,,SABLE,1,,1,,2,1
1048486,1,1993,9,,EXPLORER,4,,1,,2,1
1048493,1,1990,23,,WHITE,4,,1,,2,1
1048549,1,1995,6,,PRIZM,1,,1,,2,1
1049052,1,1995,9,,EXPLORER,4,,1,,2,1
1049074,1,1994,6,,ASTROVAN,3,,1,,2,1
1049074,2,1995,8,,NEON,1,,1,,2,1
1049077,1,2000,37,,AVALON,1,,1,,2,1
1049140,1,1993,24,,VILLAGER,5,,1,,1,1
1049140,2,1996,9,,TAURUS,1,,1,,1,1
1049140,3,2000,3,,323,1,,1,,1,1
1049209,1,1989,8,,VAN,5,,1,,1,1
1049209,2,1994,37,,CELICA,1,,1,,1,1
1049214,1,1987,9,,TAURUS,1,,1,,1,1
1049237,1,1989,4,,SKYLARK,2,,1,,2,1
1049240,1,1986,13,,ACCORD,1,,1,,2,1
1049251,1,1985,29,,HORIZON,1,,1,,2,1
1049262,1,1991,26,,GALANT,1,,1,,2,1
1049263,1,1989,9,,RANGER,7,,1,,2,1
1049274,1,1991,22,,CONTINENTAL,1,,1,,2,1
1049274,2,1997,9,,THUNDERBIRD,2,,1,,2,1
1049274,3,1989,23,,929,1,,1,,2,1
1049276,1,1992,26,,DIAMANTE,1,,1,,2,1
1049276,2,1996,8,,GRAND CARAVAN,3,,1,,2,1
1049285,1,1983,29,,CELEBRITY,1,,1,,2,1
1049288,1,1987,6,,CAPRICE,1,,1,,2,1
1049294,1,1996,8,,INTREPID,1,,1,,1,1
1049294,2,1998,7,,TOWN & COUNTRY,3,,1,,1,1
1049395,1,1994,5,,DEVILLE,1,,1,,1,1
1049395,2,1998,28,,INTRIGUE,1,,1,,1,1
1049443,1,1993,13,,ACCORD,1,,1,,2,1
1049443,2,1999,1,,TL,1,,1,,2,1
1049446,1,2000,23,,MPV,3,,1,,2,1
1049446,2,1994,39,,740,1,,1,,2,1
1049471,1,1990,28,,CUTLASS,1,,1,,1,1
1049471,2,1996,6,,CAVALIER,1,,1,,1,1
1049491,1,1994,13,,ACCORD,1,,1,,2,1
1049557,1,1998,10,,PRIZM,1,,1,,1,1
1049557,2,1997,4,,SKYLARK,1,,1,,1,1
1049557,3,1998,6,,MALIBU,1,,2,,1,1
1049634,1,1989,8,,CARAVAN,3,,1,,2,1
1049634,2,1995,24,,COUGAR,1,,1,,2,1
1049634,3,9999,99,,DON'T KNOW,99,,9,,2,1
1049759,1,1990,29,,VOYAGER,3,,1,,2,1
1049759,2,1998,29,,VOYAGER,3,,1,,2,1
1050001,1,1989,1,,INTEGRA,2,,1,,2,1
1050001,2,1991,9,,AEROSTAR,3,,1,,2,1
1050035,1,1994,6,,CORSICA,1,,1,,2,1
1050035,2,1999,9,,F 150,7,,1,,2,1
1050073,1,1990,13,,CIVIC,1,,1,,2,1
1050073,2,1999,13,,ACCORD,1,,1,,2,1
1050156,1,1991,38,,JETTA,1,,1,,2,1
1050198,1,1997,37,,RAV4,4,,1,,1,1
1050199,1,1992,13,,ACCORD,1,,1,,2,1
1050199,2,1998,37,,CAMRY,1,,1,,2,1
1050199,3,1991,13,,ACCORD,1,,1,,2,1
1050208,1,2000,8,,MINI VAN,3,,1,,2,1
1050208,2,1999,9,,F 150,7,,1,,2,1
1050225,1,1996,34,,SL2,1,,1,,2,1
1050225,2,1994,27,,ALTIMA,1,,1,,2,1
1050233,1,1997,6,,CAVALIER,2,,1,,1,1
1050233,2,1998,6,,PICK UP,5,,1,,1,1
1050233,3,1997,9,,MUSTANG,2,,1,,1,1
1050233,4,1989,9,,BRONCO,4,,1,,1,1
1050235,1,1987,9,,F 250,7,,1,,1,1
1050235,2,1984,24,,MARQUIS,1,,1,,1,1
1050299,1,1995,6,,CAMARO,2,,1,,2,1
1050299,2,9999,21,,DON'T KNOW,2,,2,,2,1
1050300,1,1987,13,,ACCORD,1,,1,,2,1
1050300,2,1989,8,,RAM CHARGER,5,,1,,2,1
1050362,1,1998,37,,SIENNA,3,,1,,1,1
1050418,1,1993,13,,ACCORD,1,,1,,2,1
1050430,1,1984,27,,PICK UP,7,,1,,2,1
1050430,2,1988,13,,CIVIC,1,,1,,2,1
1050430,3,1998,9,,CONTOUR,1,,1,,2,1
1050469,1,1969,28,,DON'T KNOW,1,,1,,2,1
1050676,1,1998,23,,RX 7,2,,1,,2,1
1050676,2,1994,10,,TRACKER,4,,1,,2,1
1050705,1,1993,27,,ALTIMA,1,,1,,1,1
1050705,2,1999,27,,ALTIMA,1,,1,,1,1
1050711,1,1993,27,,MAXIMA,1,,1,,1,1
1050711,2,1996,27,,QUEST,3,,1,,1,1
1050725,1,1992,37,,CAMRY,1,,1,,2,1
1050725,2,2000,5,,DEVILLE,1,,1,,2,1
1050727,1,1995,8,,STEALTH,2,,1,,2,1
1050728,1,1990,9,,AEROSTAR,3,,1,,2,1
1050743,1,1995,29,,NEON,1,,1,,2,1
1050743,2,1989,23,,MPV,3,,1,,2,1
1050825,1,1995,9,,ESCORT,6,,1,,2,1
1050825,2,1995,3,,DON'T KNOW,1,,1,,2,1
1050827,1,1994,4,,SKYLARK,1,,1,,2,1
1050827,2,1995,9,,WINDSTAR,3,,1,,2,1
1050827,3,1982,9,,F 250,7,,1,,2,1
1050838,1,1999,2,,A4,6,,1,,2,1
1050838,2,1997,8,,STRATUS,1,,1,,2,1
1050847,1,1995,8,,NEON,1,,1,,2,1
1050847,2,1995,11,,JIMMY,7,,1,,2,1
1050851,1,1990,6,,CAVALIER,1,,1,,2,1
1050851,2,1989,7,,MINI VAN,3,,1,,2,1
1050877,1,1985,6,,MONTE CARLO,1,,1,,2,1
1050877,2,1985,9,,BRONCO,1,,1,,2,1
1050879,1,1998,27,,PATHFINDER,4,,1,,2,1
1050885,1,1989,29,,RELIANT,1,,1,,2,1
1050888,1,1989,6,,CELEBRITY,1,,1,,2,1
1050896,1,1998,9,,EXPLORER,4,,1,,2,1
1050899,1,1987,27,,MAXIMA,1,,1,,2,1
1050899,2,1996,18,,GRAND CHEROKEE,4,,1,,2,1
1050903,1,1990,24,,COUGAR,1,,1,,2,1
1050904,1,1987,7,,LEBARON,1,,1,,2,1
1050904,2,1995,7,,CONCORD,1,,1,,2,1
1050995,1,9999,98,,DON'T KNOW,7,,1,,2,1
1051039,1,1992,1,,LEGEND,1,,1,,2,1
1051039,2,1995,8,,RAM,7,,1,,2,1
1051039,3,1996,6,,CAVALIER,1,,2,,2,1
1051171,1,2000,9,,MUSTANG,1,,1,,2,1
1051171,2,1998,28,,BRAVADA,4,,1,,2,1
1051176,1,1993,29,,LASER,1,,1,,2,1
1051176,2,1999,18,,CHEROKEE,1,,1,,2,1
1051188,1,1993,9,,CONTOUR,1,,1,,2,1
1051188,2,8888,98,,FALCON,1,,1,,2,1
1051234,1,1995,37,,CAMRY,1,,1,,2,1
1051234,2,1996,37,,CAMRY,1,,1,,2,1
1051235,1,1996,18,,CHEROKEE,4,,1,,2,1
1051235,2,1991,18,,WRANGLER,4,,1,,2,1
1051242,1,1997,34,,SW2,6,,1,,2,1
1051254,1,1990,9,,AEROSTAR,3,,1,,2,1
1051254,2,1998,9,,THUNDERBIRD,2,,1,,2,1
1051263,1,1998,13,,ACCORD,1,,1,,2,1
1051263,2,1990,13,,PRELUDE,1,,1,,2,1
1051277,1,1991,5,,FLEETWOOD,1,,1,,2,1
1051277,2,1984,5,,FLEETWOOD,1,,1,,2,1
1051277,3,1987,5,,FLEETWOOD,99,,8,,2,1
1051569,1,1992,4,,ROADMASTER,1,,1,,2,1
1051569,2,1996,37,,DON'T KNOW,1,,1,,2,1
1051615,1,1997,37,,AVALON,1,,1,,2,1
1051615,2,1995,38,,JETTA,1,,1,,2,1
1051676,1,1985,4,,CENTURY,6,,1,,2,1
1052232,1,1994,9,,ESCORT,1,,1,,2,1
1052425,1,1984,6,,CAMARO,1,,1,,2,1
1052435,1,1999,9,,F 150,7,,1,,2,1
1052435,2,1991,9,,THUNDERBIRD,2,,1,,2,1
1052435,3,1972,9,,THUNDERBIRD,1,,1,,2,1
1052445,1,1986,30,,GRAND AM,1,,1,,2,1
1052445,2,1986,5,,CS,1,,1,,2,1
1052447,1,1984,8,,DON'T KNOW,1,,1,,2,1
1052447,2,1985,8,,RAM,5,,1,,2,1
1052447,3,1987,22,,TOWN CAR,1,,1,,2,1
1052581,1,1994,30,,GRAND PRIX,1,,1,,2,1
1052581,2,1996,9,,F 150,7,,2,,2,1
1052581,3,1998,29,,VOYAGER,3,,1,,2,1
1052582,1,1989,4,,REGAL,1,,1,,2,1
1052582,2,1988,30,,LEMANS,1,,1,,2,1
1052587,1,1994,4,,CENTURY,1,,1,,1,1
1052587,2,1997,8,,VAN,3,,1,,1,1
1052587,3,1997,7,,CONVERTABLE,1,,1,,1,1
1052587,4,2000,30,,GRAND AM,98,,1,,1,1
1052936,1,1997,8,,STRATUS,1,,1,,2,1
1052936,2,1993,6,,CAVALIER,1,,1,,2,1
1052952,1,1982,28,,CUTLASS,1,,1,,2,1
1052961,1,1997,35,,IMPREZA,2,,1,,2,1
1052961,2,1994,9,,RANGER,7,,1,,2,1
1052964,1,1990,9,,BRONCO,4,,1,,2,1
1052964,2,1987,37,,4X4,7,,1,,2,1
1052964,3,1999,6,,DON'T KNOW,3,,2,,2,1
1052971,1,1991,30,,DON'T KNOW,1,,1,,2,1
1052971,2,1989,4,,PARK AVENUE,1,,1,,2,1
1052971,3,1984,30,,PARISIENNE,1,,1,,2,1
1054603,1,1988,28,,DELTA 88,1,,1,,1,1
1054603,2,1996,34,,SEDAN,1,,1,,1,1
1054603,3,1996,6,,CAVALIER,1,,1,,1,1
1054603,4,1997,6,,CAVALIER,1,,1,,1,1
1054689,1,1993,9,,EXPLORER,4,,1,,1,1
1054689,2,2000,9,,EXPLORER,4,,1,,1,1
1055462,1,1999,37,,4 RUNNER,4,,1,,1,1
1055462,2,1995,6,,LUMINA,3,,1,,1,1
1055462,3,1990,8,,CARGO VAN,3,,1,,1,1
1055503,1,1983,9,,CROWN VICTORIA,1,,1,,2,1
1055503,2,1993,9,,TAURUS,6,,1,,2,1
1055811,1,1987,7,,SUNDANCE,1,,1,,1,1
1055811,2,1994,28,,CUTLASS SUPREME,1,,1,,1,1
1055818,1,1990,27,,SENTRA,2,,1,,2,1
1055818,2,1995,29,,NEON,1,,1,,2,1
1055837,1,1990,6,,BERETTA,1,,1,,2,1
1055941,1,1989,27,,240 ZX,1,,1,,2,1
1055941,2,1995,27,,ALTIMA,1,,1,,2,1
1056166,1,1947,12,,KNUCKLE HEAD,8,,1,,2,1
1056166,2,1965,12,,PAN HEAD,8,,1,,2,1
1056166,3,1984,6,,PICK UP,7,,1,,2,1
1056166,4,1987,6,,PICK UP,7,,1,,2,1
