SAMPN,LISTD,HADDR,ADVLT,TOTVEH,DWELL,YRMOV,RENT,DIARY,ENGL,HHSIZE,NPHON,NFAX,NOPHO,PHSER,SHPHN,SHNUM,ETHNC,INCLV,INCOM,INCOME,ASSN,DPHON,NVIST,NPLAC,NTRIPS,NOWRK,NOSTU,OWNSH,EACCT,CPA,DAYOFWK,HBW,HBO,NHB,MOTTRIP
1040033,1,9040033,1,3,1,3,2,1,2,4,2,1,2,,2,,2,2,7,87000,245,2,0,15,11,2,2,2,2,44,3,2,6,3,11
1040581,1,9040581,3,5,1,3,2,1,2,5,1,,2,,2,,2,2,7,87000,258,1,0,15,10,5,3,1,2,48,4,6,4,0,10
1040828,1,9040828,1,3,1,3,2,1,2,4,2,1,2,,2,,2,2,7,87000,239,2,0,14,10,2,2,2,1,45,4,2,8,0,10
1040835,1,9040835,2,2,1,3,2,1,2,4,1,,2,,2,,2,2,7,87000,256,2,0,16,12,2,2,2,2,45,2,2,8,2,12
1041087,1,9041087,3,2,1,3,2,1,2,2,1,,2,,2,,2,2,7,87000,264,2,0,7,5,2,0,2,1,23,5,3,1,1,5
1041339,1,9041339,1,2,1,3,2,1,2,3,1,,2,,2,,2,2,7,87000,237,2,0,12,9,2,1,2,2,59,2,6,2,1,9
1042170,1,9042170,3,2,1,3,2,1,2,2,1,,2,,2,,2,2,7,87000,260,2,0,13,11,1,0,2,2,21,1,0,6,5,11
1042197,1,9042197,1,5,1,3,2,1,2,5,1,,2,,2,,2,2,7,87000,247,2,0,21,16,5,0,2,2,44,5,7,6,3,16
1042405,1,9042405,1,0,1,2,2,1,2,1,1,,2,,2,,99,2,7,87000,219,2,0,5,4,1,0,2,2,1,5,4,0,0,0
1042682,1,9042682,1,2,1,3,2,1,2,4,3,1,2,,2,,2,2,7,87000,253,2,0,27,23,1,2,2,2,49,4,2,20,1,23
1042723,1,9042723,3,2,3,2,1,1,2,2,1,,2,,2,,1,2,7,87000,262,2,0,7,5,2,1,2,2,4,3,1,1,3,5
1042775,1,9042775,3,1,1,3,2,1,2,2,1,,1,1,2,,2,2,7,87000,259,2,0,9,7,1,0,2,2,36,5,1,1,5,7
1043591,1,9043591,3,3,1,3,2,1,2,4,1,,2,,2,,2,2,7,87000,263,2,0,20,16,3,1,2,2,54,4,2,10,4,14
1043701,1,9043701,3,2,1,3,2,1,2,3,1,,2,,2,,2,2,7,87000,260,2,0,5,2,1,0,2,2,23,1,2,0,0,2
1043753,1,9043753,2,2,1,3,2,1,2,4,1,,2,,2,,2,2,7,87000,243,2,0,26,22,1,2,2,2,57,1,0,16,6,22
1044093,1,9044093,1,2,1,2,2,1,2,4,1,,2,,2,,2,2,7,87000,244,2,0,18,14,2,2,2,2,68,2,4,10,0,14
1044168,1,9044168,1,2,1,2,2,1,2,3,1,,2,,2,,2,2,7,87000,253,2,0,19,16,2,1,1,2,68,4,1,9,6,16
1044175,1,9044175,1,2,1,3,2,1,2,6,1,,2,,2,,2,2,7,87000,255,2,0,22,16,2,4,2,2,68,1,4,12,0,12
1044179,1,9044179,8,2,1,3,2,1,2,3,4,0,2,,2,,2,2,7,87000,253,2,0,15,12,2,0,2,2,68,4,2,5,5,12
1044190,1,9044190,1,2,1,3,2,1,2,4,1,,2,,2,,2,2,7,87000,254,2,0,23,19,2,2,2,2,68,5,4,10,5,19
1045097,1,9045097,2,2,1,3,2,1,2,3,2,1,2,,2,,2,2,7,87000,261,2,0,38,35,2,1,2,2,27,2,1,13,21,29
1045360,1,9045360,8,2,1,2,2,1,2,5,1,,2,,2,,2,2,7,87000,258,2,0,29,24,1,1,2,1,24,4,2,18,4,24
1045698,1,9045698,1,1,1,3,2,1,2,2,1,,2,,2,,2,2,7,87000,261,2,0,12,10,1,1,2,2,34,2,2,6,2,10
1045941,1,9045941,8,3,1,3,2,1,2,4,2,0,2,,2,,2,2,7,87000,255,2,0,33,29,1,2,2,2,57,1,7,13,9,29
1046784,1,9046784,1,2,1,3,2,1,2,4,1,,2,,2,,2,2,7,87000,255,2,0,22,18,2,1,2,2,56,1,0,10,8,14
1046868,1,9046868,1,2,1,3,2,1,2,2,2,1,2,,2,,2,2,7,87000,243,2,0,9,7,1,0,2,2,59,1,2,2,3,7
1047038,1,9047038,8,2,1,2,2,1,2,2,1,,2,,2,,2,2,7,87000,252,2,0,12,10,2,1,2,1,23,3,2,4,4,8
1047042,1,9047042,1,2,1,2,2,1,2,2,1,,2,,2,,2,2,7,87000,255,2,0,13,11,2,1,2,1,23,1,2,4,5,11
1047232,1,9047232,1,2,2,2,2,1,2,2,1,,2,,2,,2,2,7,87000,253,2,0,15,13,2,0,2,2,3,4,3,4,6,9
1047265,1,9047265,1,3,1,3,2,1,2,5,2,1,2,,2,,2,2,7,87000,252,2,0,13,8,4,1,2,2,14,3,6,2,0,4
1047811,1,9047811,1,2,1,3,2,1,2,5,1,,2,,2,,2,2,7,87000,252,1,0,25,20,2,2,2,2,34,3,2,14,4,20
1047965,1,9047965,1,2,1,3,2,1,2,2,2,1,1,1,2,,2,2,7,87000,240,2,0,6,4,1,0,2,1,59,5,2,2,0,4
1048114,1,9048114,2,2,1,2,2,1,2,2,1,,2,,2,,5,2,7,87000,357,2,0,4,2,2,0,2,2,52,3,2,0,0,2
1048315,1,9048315,1,2,1,3,2,1,2,2,3,1,2,,2,,2,2,7,87000,252,2,0,12,10,1,0,2,2,56,3,0,8,2,10
1048338,1,9048338,8,2,1,2,2,1,2,2,1,,2,,2,,2,2,7,87000,262,2,0,4,2,2,0,2,2,36,3,2,0,0,2
1048339,1,9048339,8,2,1,3,1,1,2,4,2,1,2,,2,,2,2,7,87000,252,2,0,13,9,1,2,2,2,36,3,0,2,7,9
1048454,1,9048454,1,2,1,3,2,1,2,3,1,,2,,2,,2,2,7,87000,237,2,0,17,14,2,0,2,2,63,2,2,4,8,14
1048468,1,9048468,2,2,2,3,2,1,2,4,1,,2,,2,,1,2,7,87000,229,2,0,39,35,2,2,2,2,52,1,1,19,15,34
1050208,1,9050208,2,2,1,2,2,1,2,5,2,1,1,1,2,,2,2,7,87000,255,2,0,34,29,2,4,1,2,69,1,1,11,17,29
1050225,1,9050225,8,2,1,3,2,1,2,3,1,,2,,2,,2,2,7,87000,259,2,0,14,11,2,1,2,2,69,5,1,7,3,11
1050430,1,9050430,1,3,1,3,2,1,2,3,1,,2,,2,,2,2,7,87000,252,2,0,17,14,2,1,2,2,63,3,2,4,8,14
1050711,1,9050711,1,2,1,3,2,1,2,5,2,1,2,,2,,2,2,7,87000,259,2,0,9,4,2,3,2,2,14,5,2,2,0,2
1050725,1,9050725,3,2,1,3,2,1,2,2,2,1,1,1,2,,2,2,7,87000,262,2,0,4,2,1,0,2,2,53,3,2,0,0,2
1050827,1,9050827,2,3,1,2,2,1,2,2,2,1,2,,2,,2,2,7,87000,247,2,0,8,6,1,0,1,2,62,5,4,2,0,6
1050851,1,9050851,3,2,1,3,2,1,2,6,2,0,1,1,2,,5,2,7,87000,263,2,0,39,33,2,3,2,1,60,4,0,22,11,30
1050896,1,9050896,1,1,1,3,2,1,2,1,1,,2,,2,,2,2,7,87000,350,2,0,7,6,1,0,2,2,69,3,0,3,3,6
1051039,1,9051039,1,3,2,3,2,1,2,3,1,,2,,2,,2,2,7,87000,217,2,0,13,10,1,0,2,2,53,3,2,8,0,10
1051176,1,9051176,1,2,1,2,2,1,2,2,1,,2,,2,,2,2,7,87000,252,2,0,12,10,2,0,2,2,69,3,4,2,4,10
1051235,1,9051235,1,2,1,3,2,1,2,3,1,,2,,2,,99,2,7,87000,240,2,0,28,25,1,0,2,2,63,5,0,10,15,24
1051254,1,9051254,1,2,1,3,2,1,2,7,1,,2,,2,,2,2,7,87000,252,2,0,36,29,3,4,2,2,63,3,3,25,1,9
1051277,1,9051277,2,3,1,3,2,1,2,2,1,,2,,2,,1,2,7,87000,262,2,0,7,5,2,0,2,2,63,3,3,1,1,5
1052581,1,9052581,1,3,1,3,2,1,2,5,1,,2,,2,,2,2,7,87000,254,2,0,35,30,1,3,2,2,69,5,1,21,8,30
1052582,1,9052582,1,2,2,2,2,1,2,2,1,,2,,2,,2,2,7,87000,253,1,0,12,10,2,0,1,1,69,4,2,4,4,10
1055503,2,9055503,1,2,1,3,2,1,2,2,2,1,2,,2,,2,2,7,87000,253,2,0,12,10,0,0,1,2,70,4,0,6,4,9
1055941,2,9055941,1,2,1,3,2,1,2,2,2,0,2,,2,,2,2,7,87000,232,2,0,9,7,2,0,2,2,58,4,3,3,1,7
1057005,2,9057005,1,2,1,3,2,1,2,5,2,1,2,,2,,2,2,7,87000,247,2,0,17,12,3,2,2,2,35,5,8,4,0,12
1057286,2,9057286,1,3,3,3,2,1,2,3,2,1,1,1,2,,2,2,7,87000,246,2,0,13,10,3,0,2,1,54,4,6,2,2,10
1057683,2,9057683,1,2,1,3,2,1,2,2,1,,1,1,2,,2,2,7,87000,254,2,0,10,8,1,0,2,1,66,5,0,6,2,8
1061416,2,9061416,1,2,1,3,2,1,2,1,1,,2,,2,,2,2,7,87000,255,2,0,6,5,0,0,1,1,65,1,0,4,1,5
1064800,2,9064800,8,2,2,3,2,1,2,4,1,,2,,2,,2,2,7,87000,237,2,0,28,24,1,2,2,2,59,2,2,16,6,24
1065663,2,9065663,1,2,1,3,2,1,2,5,2,0,2,,2,,2,2,7,87000,254,2,0,23,18,3,2,2,1,64,5,4,12,2,18
1066444,2,9066444,2,3,1,3,2,1,2,3,3,1,2,,2,,2,2,7,87000,243,2,0,9,6,2,1,2,2,70,1,4,2,0,6
1066463,2,9066463,2,3,1,3,2,1,2,3,2,0,2,,2,,2,2,7,87000,355,2,0,13,10,3,1,2,2,71,1,6,4,0,10
1069330,2,9069330,1,5,1,3,2,1,2,2,1,,2,,2,,2,2,7,87000,258,2,0,11,9,1,0,2,2,28,4,1,5,3,9
1069526,1,9069526,3,1,4,3,2,1,2,1,2,1,2,,2,,2,2,7,87000,263,2,0,5,4,1,0,2,1,71,4,2,2,0,4
1075267,1,9075267,1,2,1,1,2,1,2,2,2,0,2,,2,,2,2,7,87000,369,2,0,8,6,2,0,2,2,68,1,6,0,0,6
1075321,1,9075321,1,2,1,3,2,1,2,4,1,,2,,2,,2,2,7,87000,376,2,0,13,9,2,2,2,2,68,1,3,5,1,9
1075370,1,9075370,1,4,1,3,2,1,2,4,1,,2,,2,,2,2,7,87000,399,2,0,12,8,2,1,2,1,70,3,4,4,0,8
1075378,1,9075378,8,2,1,2,2,1,2,4,2,0,2,,2,,2,2,7,87000,385,2,0,16,12,2,2,2,1,70,3,3,9,0,10
1075437,1,9075437,8,2,2,1,2,2,2,2,1,,2,,2,,2,2,7,87000,372,1,0,20,18,2,0,1,2,70,4,5,3,10,13
1075449,1,9075449,1,3,1,3,2,1,2,3,2,0,2,,2,,2,2,7,87000,376,2,0,8,5,2,1,2,1,70,1,4,0,1,5
1075453,1,9075453,1,2,1,3,2,1,2,2,1,,2,,2,,2,2,7,87000,384,2,0,17,15,2,0,2,1,70,2,4,8,3,15
1075454,1,9075454,1,4,1,3,2,1,2,4,4,1,2,,2,,2,2,7,87000,372,2,0,12,8,2,2,2,2,70,4,4,4,0,8
1075457,1,9075457,1,4,1,3,2,1,2,4,3,1,2,,2,,2,2,7,87000,377,2,0,11,7,3,2,2,2,70,2,2,5,0,7
1075465,1,9075465,8,3,1,3,2,1,2,4,3,1,2,,2,,2,2,7,87000,369,2,0,13,9,3,2,2,2,70,1,4,4,1,9
1075488,1,9075488,2,2,1,3,2,1,2,2,2,1,2,,2,,2,2,7,87000,442,2,0,6,4,2,0,2,2,70,4,4,0,0,4
1075614,1,9075614,2,2,2,3,2,1,2,2,1,,2,,2,,2,2,7,87000,385,2,0,8,6,2,0,2,2,51,3,6,0,0,6
1076238,2,9076238,3,2,2,2,2,1,2,4,1,,1,1,2,,1,2,7,87000,441,1,0,16,12,2,2,1,1,5,3,2,10,0,10
1076738,2,9076738,3,3,1,3,2,1,2,5,3,1,2,,2,,2,2,7,87000,351,2,0,21,16,3,2,2,2,14,4,5,5,6,16
1076788,2,9076788,3,2,1,3,2,1,2,2,1,,2,,2,,1,2,7,87000,373,2,0,6,4,2,0,2,2,15,5,4,0,0,4
1077068,2,9077068,3,2,1,3,2,1,2,2,1,,2,,2,,2,2,7,87000,392,2,0,10,8,1,0,2,2,19,3,4,4,0,8
1077293,2,9077293,3,2,1,2,2,1,2,3,2,0,2,,2,,2,2,7,87000,370,2,0,5,2,2,0,2,2,26,2,2,0,0,2
1077303,2,9077303,3,6,1,3,2,1,2,4,2,0,1,1,2,,2,2,7,87000,355,2,0,21,17,3,2,2,1,26,1,2,6,9,17
1077328,2,9077328,3,2,1,3,2,1,2,4,1,,2,,2,,2,2,7,87000,351,2,0,13,9,2,2,2,2,28,4,3,5,1,9
1077366,2,9077366,3,4,1,3,2,1,2,3,1,,2,,2,,2,2,7,87000,397,2,0,5,2,1,0,2,2,46,1,2,0,0,2
1077396,2,9077396,3,3,1,3,2,1,2,4,1,,2,,2,,2,2,7,87000,363,2,0,18,14,1,2,2,2,31,2,2,12,0,14
1077405,2,9077405,3,2,1,3,2,1,2,2,2,0,2,,2,,2,2,7,87000,370,2,0,11,9,0,0,2,1,31,2,0,6,3,9
1077613,2,9077613,3,2,2,2,2,1,2,2,2,0,2,,2,,1,2,7,87000,359,2,0,16,14,2,0,2,1,35,5,2,4,8,14
1078028,2,9078028,3,2,1,2,2,1,2,4,2,1,2,,2,,2,2,7,87000,398,2,0,18,14,2,2,2,1,48,2,2,8,4,14
1078186,2,9078186,3,3,1,3,2,1,2,2,3,0,2,,2,,4,2,7,87000,392,2,0,6,4,2,0,1,1,51,3,4,0,0,4
1078248,2,9078248,3,2,1,3,2,1,2,2,1,,2,,2,,2,2,7,87000,372,2,0,16,14,2,0,2,2,52,4,6,4,4,10
1078478,2,9078478,3,4,1,3,2,1,2,4,2,0,2,,2,,2,2,7,87000,355,2,0,27,23,4,0,2,1,58,1,4,6,13,23
1078840,2,9078840,3,1,1,3,1,1,2,2,1,,2,,2,,2,2,7,87000,398,2,0,4,2,2,0,2,2,66,2,2,0,0,2
1079043,2,9079043,3,2,1,3,2,1,2,2,1,,2,,2,,2,2,7,87000,413,2,0,6,4,1,0,2,2,70,3,2,2,0,4
1079081,2,9079081,3,3,1,3,2,1,2,4,2,0,2,,2,,2,2,7,87000,355,2,0,32,28,3,2,2,2,71,1,4,10,14,24
1080043,1,9080043,3,0,3,3,1,1,2,2,1,,1,1,2,,2,2,7,87000,392,2,0,5,3,0,0,1,1,1,3,0,2,1,1
1080119,1,9080119,2,1,2,3,2,1,2,1,5,1,2,,2,,2,2,7,87000,378,2,0,5,4,1,0,2,2,1,3,2,2,0,0
1080136,1,9080136,1,0,3,2,2,1,2,2,1,,2,,2,,2,2,7,87000,385,2,0,14,12,0,2,2,2,1,3,0,8,4,7
1080293,1,9080293,2,3,2,3,2,1,2,5,2,0,2,,2,,2,2,7,87000,377,2,0,30,25,1,2,1,2,2,2,4,16,5,17
1080328,1,9080328,1,2,2,2,2,1,2,2,1,,2,,2,,2,2,7,87000,373,2,0,17,15,2,0,2,2,2,5,2,6,7,15
1080413,1,9080413,1,3,2,2,1,1,2,1,2,0,2,,2,,2,2,7,87000,391,2,0,3,2,1,0,2,2,4,2,2,0,0,2
1080673,1,9080673,1,1,1,3,2,1,2,4,2,1,2,,2,,2,2,7,87000,378,2,0,16,12,2,2,2,2,5,3,3,5,4,6
1080749,1,9080749,1,1,1,3,2,1,2,3,2,1,2,,2,,1,2,7,87000,373,1,0,10,7,2,1,2,1,5,5,3,3,1,7
1080857,1,9080857,2,1,1,3,2,1,2,2,1,,2,,2,,1,2,7,87000,379,2,0,6,4,0,0,2,2,5,4,0,4,0,4
1081032,1,9081032,2,1,2,2,1,1,2,1,1,,2,,2,,1,2,7,87000,376,2,0,12,11,1,0,2,2,6,1,1,5,5,11
1081150,1,9081150,1,2,2,2,2,1,2,3,1,,2,,2,,2,2,7,87000,376,2,0,9,6,2,0,2,2,8,1,1,1,4,1
1081186,1,9081186,2,3,1,2,2,1,2,4,3,1,2,,2,,2,2,7,87000,372,1,0,15,11,3,2,2,2,9,4,4,6,1,11
1081203,1,9081203,1,4,2,3,2,1,2,4,2,0,2,,2,,2,2,7,87000,365,2,0,28,24,3,2,2,1,9,4,2,8,14,20
1081206,1,9081206,1,1,2,3,2,1,2,1,1,,1,1,2,,2,2,7,87000,378,1,0,5,4,1,0,2,2,9,3,2,2,0,4
1081221,1,9081221,2,1,1,3,2,1,2,2,1,,1,1,1,2,2,2,7,87000,380,2,0,6,4,2,1,2,2,9,5,0,4,0,4
1081223,1,9081223,3,1,2,2,2,1,2,3,1,,2,,2,,2,2,7,87000,366,2,0,14,11,2,1,2,1,9,5,2,6,3,10
1081296,1,9081296,2,2,2,3,1,1,2,4,1,,2,,2,,3,2,7,87000,373,2,0,13,9,1,2,2,2,10,5,1,6,2,9
1081379,1,9081379,3,2,1,3,2,1,2,3,1,,2,,2,,4,2,7,87000,366,2,0,22,19,2,1,2,2,10,5,4,12,3,16
1081571,1,9081571,1,1,2,3,2,1,2,2,2,1,2,,2,,2,2,7,87000,411,2,0,13,11,1,0,2,2,11,1,2,6,3,11
1081644,1,9081644,1,2,1,3,2,1,2,3,1,,2,,2,,2,2,7,87000,385,2,0,13,10,2,1,2,1,11,3,2,6,2,10
1081672,1,9081672,2,2,1,3,2,1,2,5,1,,2,,2,,2,2,7,87000,390,2,0,23,18,2,4,2,2,11,1,1,9,8,18
1081700,1,9081700,1,2,1,3,2,1,2,2,1,,2,,2,,2,2,7,87000,384,2,0,6,4,1,0,2,2,12,2,2,2,0,4
1081811,1,9081811,3,4,1,3,2,1,2,2,1,,2,,2,,2,2,7,87000,418,2,0,6,4,2,0,2,2,12,1,4,0,0,4
1081873,1,9081873,2,3,1,2,2,1,2,2,1,,2,,2,,1,2,7,87000,387,2,0,8,6,2,0,1,1,13,5,0,4,2,6
1081916,1,9081916,8,2,1,2,2,1,2,6,1,,2,,2,,2,2,7,87000,411,2,0,31,25,2,3,2,2,18,1,2,18,5,25
1081920,1,9081920,1,2,1,2,2,1,2,3,1,,2,,2,,2,2,7,87000,391,2,0,13,10,2,0,2,2,13,2,0,8,2,10
1081945,1,9081945,2,2,1,3,2,1,2,5,2,0,2,,2,,2,2,7,87000,384,2,0,17,12,2,2,2,2,13,2,4,8,0,12
1081978,1,9081978,1,4,1,3,2,1,2,5,2,0,2,,2,,2,2,7,87000,369,2,0,28,23,3,1,2,2,13,1,4,12,7,23
1081999,1,9081999,3,2,2,1,2,1,2,2,1,,2,,2,,2,2,7,87000,394,2,0,8,6,0,0,1,2,17,5,4,2,0,6
1082067,1,9082067,1,3,1,2,1,1,2,7,2,0,2,,2,,2,2,7,87000,394,2,0,38,31,2,1,1,2,14,5,2,18,11,31
1082068,1,9082068,8,2,1,3,2,1,2,5,1,,2,,2,,2,2,7,87000,405,2,0,17,12,1,3,1,2,14,2,2,8,2,10
1082085,1,9082085,2,2,1,3,2,1,2,4,1,,1,1,2,,2,2,7,87000,399,2,0,16,12,2,1,2,1,14,3,2,10,0,12
1082180,1,9082180,1,3,2,3,2,1,2,2,1,,1,1,2,,2,2,7,87000,386,2,0,11,9,2,0,2,2,14,4,3,3,3,9
1082184,1,9082184,1,2,1,2,2,1,2,3,1,,2,,2,,2,2,7,87000,385,2,0,21,18,2,2,2,2,14,3,1,11,6,17
1082195,1,9082195,1,2,1,3,2,1,2,4,2,1,1,1,2,,2,2,7,87000,365,2,0,19,15,3,3,2,2,14,4,2,11,2,13
1082295,1,9082295,1,2,1,3,2,1,2,2,1,,2,,2,,2,2,7,87000,391,2,0,7,5,2,0,2,2,15,2,3,1,1,5
1082347,1,9082347,8,2,2,3,2,1,2,2,1,,2,,2,,2,2,7,87000,394,2,0,10,8,2,0,2,2,15,5,2,2,4,8
1082350,1,9082350,1,3,1,3,2,1,2,4,2,0,2,,2,,1,2,7,87000,380,2,0,15,11,3,2,2,2,15,5,4,6,1,9
1082471,1,9082471,1,1,2,3,2,1,2,2,1,,1,1,2,,2,2,7,87000,385,2,0,8,6,1,1,2,2,15,3,0,4,2,6
1082495,1,9082495,1,2,1,3,2,1,2,4,1,,2,,2,,2,2,7,87000,390,2,0,5,1,2,2,2,2,15,1,1,0,0,1
1082516,1,9082516,1,3,1,3,2,1,2,2,2,1,2,,2,,1,2,7,87000,385,2,0,10,8,1,0,2,2,15,3,1,5,2,8
1082554,1,9082554,1,3,1,3,2,1,2,4,1,,2,,2,,2,2,7,87000,386,2,0,33,29,4,2,2,2,15,4,5,7,17,27
1082646,1,9082646,1,2,1,3,2,1,2,2,1,,2,,2,,2,2,7,87000,387,2,0,20,18,0,0,2,2,16,5,0,4,14,18
1082671,1,9082671,2,1,1,2,1,1,2,6,1,,2,,2,,2,2,7,87000,377,2,0,16,10,2,2,2,2,16,2,2,6,2,9
1082692,1,9082692,3,3,1,3,2,1,2,3,1,,2,,2,,2,2,7,87000,394,2,0,7,4,2,0,2,2,16,5,4,0,0,4
1082737,1,9082737,8,2,1,2,2,1,2,3,1,,2,,2,,2,2,7,87000,436,2,0,7,4,2,0,2,2,16,5,4,0,0,4
1082766,1,9082766,1,2,1,3,2,1,2,4,1,,2,,2,,2,2,7,87000,385,2,0,25,21,2,2,2,2,16,3,2,12,7,21
1082777,1,9082777,8,0,1,3,2,1,2,1,1,,2,,2,,2,2,7,87000,386,2,0,5,4,0,0,2,2,15,4,0,2,2,2
1082778,1,9082778,1,3,1,3,2,1,2,3,2,1,2,,2,,2,2,7,87000,384,2,0,7,4,1,1,2,2,16,2,2,2,0,4
1082867,1,9082867,1,3,1,3,2,1,2,2,1,,2,,2,,2,2,7,87000,398,2,0,11,9,2,0,2,1,17,2,3,3,3,6
1082895,1,9082895,2,3,1,2,1,1,2,3,2,1,2,,2,,2,2,7,87000,369,2,0,7,4,2,1,1,2,17,1,2,2,0,4
1082897,1,9082897,3,2,1,2,2,1,2,4,1,,2,,2,,2,2,7,87000,369,2,0,18,14,1,2,2,2,17,1,2,12,0,14
1082900,1,9082900,1,2,1,3,2,1,2,3,2,1,2,,2,,2,2,7,87000,385,2,0,10,7,2,1,2,2,17,3,1,5,1,7
1082904,1,9082904,1,3,1,3,2,1,2,2,1,,2,,2,,2,2,7,87000,407,2,0,16,14,0,0,2,2,17,4,0,10,4,12
1083002,1,9083002,2,2,2,2,2,1,2,2,1,,2,,2,,2,2,7,87000,391,2,0,2,0,0,0,1,2,19,2,0,0,0,0
1083008,1,9083008,1,2,1,3,2,1,2,2,1,,2,,2,,2,2,7,87000,393,2,0,13,11,0,0,1,2,19,4,0,6,5,11
1083065,1,9083065,1,3,1,2,2,1,2,3,2,1,2,,2,,2,2,7,87000,373,2,0,21,18,2,1,2,1,19,5,1,12,5,18
1083119,1,9083119,3,3,1,3,2,1,2,2,1,,1,1,2,,2,2,7,87000,365,2,0,11,9,0,0,1,2,19,4,0,6,3,9
1083132,1,9083132,1,1,1,3,2,1,2,2,1,,2,,2,,2,2,7,87000,394,2,0,9,7,0,0,2,2,19,5,0,6,1,7
1083152,1,9083152,1,3,1,3,2,1,2,3,1,,2,,2,,2,2,7,87000,393,2,0,13,10,2,1,2,2,20,4,2,6,2,10
1083176,1,9083176,1,2,1,3,2,1,2,2,1,,2,,2,,2,2,7,87000,365,2,0,4,2,0,0,2,2,20,4,0,2,0,2
1083393,1,9083393,2,2,2,3,2,1,2,4,2,1,2,,2,,2,2,7,87000,435,2,0,14,10,2,2,2,2,25,4,4,6,0,10
1083395,1,9083395,3,2,2,1,2,1,2,2,1,,2,,2,,2,2,7,87000,391,2,0,11,9,2,0,2,2,22,2,4,0,5,9
1083424,1,9083424,1,2,1,3,2,1,2,2,2,1,2,,2,,2,2,7,87000,392,2,0,10,8,0,0,2,2,22,3,0,4,4,8
1083427,1,9083427,3,3,1,3,2,1,2,3,1,,2,,2,,2,2,7,87000,397,2,0,7,4,2,0,2,2,23,1,4,0,0,4
1083431,1,9083431,1,3,1,3,2,1,2,4,2,1,2,,2,,2,2,7,87000,407,2,0,20,16,3,2,2,2,23,4,3,7,6,16
1083468,1,9083468,3,1,1,1,2,1,2,2,1,,2,,2,,2,2,7,87000,398,2,0,11,9,1,1,2,2,23,2,0,4,5,9
1083535,1,9083535,3,2,1,3,2,1,2,4,1,,2,,2,,2,2,7,87000,378,2,0,14,10,1,1,2,1,22,3,4,6,0,10
1083562,1,9083562,1,4,1,3,2,1,2,2,1,,2,,2,,2,2,7,87000,390,2,0,11,9,2,0,2,2,23,1,3,3,3,9
1083662,1,9083662,2,3,1,2,2,1,2,4,1,,2,,2,,2,2,7,87000,406,2,0,13,9,2,2,2,2,25,3,3,6,0,9
1083681,1,9083681,1,3,1,3,2,1,2,4,1,,2,,2,,2,2,7,87000,390,2,0,19,15,0,0,2,2,25,1,0,14,1,15
1083730,1,9083730,1,4,1,3,2,1,2,2,2,0,2,,2,,2,2,7,87000,380,2,0,8,6,2,0,2,1,25,5,2,4,0,6
1083762,1,9083762,1,3,1,3,2,1,2,5,1,,2,,2,,2,2,7,87000,385,2,0,25,20,1,3,2,2,26,3,2,18,0,20
1083766,1,9083766,1,3,1,2,2,1,2,10,1,,2,,2,,2,2,7,87000,369,2,0,52,42,1,5,2,1,26,1,2,18,22,42
1083821,1,9083821,8,2,1,2,2,1,2,4,2,1,2,,2,,2,2,7,87000,380,2,0,23,19,1,1,2,2,27,5,2,16,1,19
1083830,1,9083830,8,2,1,3,2,1,2,5,3,1,2,,2,,2,2,7,87000,386,2,0,29,24,1,2,2,2,27,4,2,14,8,24
1083831,1,9083831,1,2,1,3,2,1,2,4,1,,1,1,2,,2,2,7,87000,366,2,0,16,12,2,1,2,2,27,5,3,7,2,12
1083881,1,9083881,3,3,1,3,2,1,2,2,2,1,2,,2,,2,2,7,87000,359,2,0,8,6,2,0,2,2,25,5,2,4,0,6
1083889,1,9083889,8,3,1,3,2,1,2,7,1,,2,,2,,2,2,7,87000,371,2,0,47,40,2,5,2,2,28,3,2,26,12,39
1083902,1,9083902,2,2,1,3,2,1,2,4,2,1,2,,2,,2,2,7,87000,366,2,0,37,33,1,1,2,2,29,5,0,24,9,33
1083914,1,9083914,3,2,1,3,2,1,2,4,1,,2,,2,,2,2,7,87000,380,2,0,16,12,1,2,2,2,27,5,2,6,4,12
1083950,1,9083950,1,2,1,3,2,1,2,4,1,,1,1,2,,2,2,7,87000,398,2,0,20,16,2,2,2,1,30,2,0,8,8,14
1083951,1,9083951,1,2,1,3,2,1,2,2,2,1,2,,2,,2,2,7,87000,406,2,0,8,6,2,0,2,2,30,3,2,0,4,6
1083955,1,9083955,2,2,1,2,2,1,2,4,1,,2,,2,,2,2,7,87000,377,2,0,26,22,1,1,2,2,32,2,2,6,14,22
1083973,1,9083973,1,2,1,3,2,1,2,3,1,,2,,2,,2,2,7,87000,387,2,0,29,26,2,0,2,2,32,5,2,13,11,26
1083981,1,9083981,1,2,2,3,2,1,2,2,2,1,2,,2,,2,2,7,87000,390,2,0,11,9,2,1,2,2,32,1,2,4,3,9
1084166,1,9084166,2,1,1,3,2,1,2,1,2,0,2,,2,,2,2,7,87000,387,2,0,10,9,0,0,2,2,32,5,0,4,5,9
1084228,1,9084228,1,3,1,3,1,1,2,3,1,,2,,2,,2,2,7,87000,387,2,0,36,33,3,1,2,2,32,5,4,10,19,33
1084306,1,9084306,1,3,1,3,2,1,2,3,4,1,1,1,2,,2,2,7,87000,394,2,0,18,15,2,1,2,2,32,5,2,8,5,15
1084325,1,9084325,3,1,1,3,2,1,2,1,3,1,2,,2,,2,2,7,87000,400,2,0,6,5,1,0,2,2,32,4,1,0,4,5
